"Site","Easting","Northing","start_date","end_date"
"Cell R77",677140,5612281,2014-09-28,"2014-10-30"
"Cell R77",677140,5612281,2012-06-07,"2012-07-02"
"Cell R77",677140,5612281,2012-01-08,"2012-02-03"
"Cell R8",636926,5656047,2014-05-30,"2014-06-26"
"Cell R8",636926,5656047,2014-06-26,"2014-07-24"
"Cell R8",636926,5656047,2014-07-24,"2014-08-25"
"Cell R8",636926,5656047,2014-08-25,"2014-09-23"
"Cell R8",636926,5656047,2014-09-23,"2014-10-23"
"Cell R8",636926,5656047,2014-10-23,"2014-11-05"
"Cell R80",627911,5609733,2013-11-28,"2014-06-24"
"Cell R80",627911,5609733,2014-06-24,"2014-07-23"
"Cell R80",627911,5609733,2014-07-23,"2014-08-23"
"Cell R80",627911,5609733,2014-08-23,"2014-09-23"
"Cell R80",627911,5609733,2014-09-23,"2014-10-27"
"Cell R81",636659,5605702,2014-06-12,"2014-07-14"
"Cell R81",636659,5605702,2014-07-14,"2014-08-13"
"Cell R81",636659,5605702,2014-08-13,"2014-09-13"
"Cell R81",636659,5605702,2014-09-13,"2014-10-14"
"Cell R82",642465,5607310,2011-12-13,"2012-01-13"
"Cell R82",642465,5607310,2012-01-20,"2012-02-15"
"Cell R82",642465,5607310,2013-11-14,"2014-06-17"
"Cell R82",642465,5607310,2014-06-17,"2014-07-14"
"Cell R82",642465,5607310,2014-07-14,"2014-08-18"
"Cell R82",642465,5607310,2014-08-18,"2014-09-18"
"Cell R82",642465,5607310,2014-09-18,"2014-10-22"
"Cell R82",642465,5607310,2014-10-22,"2014-11-26"
"Cell R82",642465,5607310,2012-02-27,"2012-03-26"
"Cell R82",642465,5607310,2012-03-27,"2012-04-26"
"Cell R83",645351,5603042,2014-06-17,"2014-07-14"
"Cell R83",645351,5603042,2014-07-14,"2014-08-18"
"Cell R83",645351,5603042,2014-08-18,"2014-09-18"
"Cell R83",645351,5603042,2014-10-22,"2014-10-30"
"Cell R83",645351,5603042,2014-10-30,"2014-11-26"
"Cell R84",656741,5607187,2014-05-19,"2014-06-27"
"Cell R84",656741,5607187,2014-06-27,"2014-07-29"
"Cell R84",656741,5607187,2014-07-29,"2014-08-29"
"Cell R84",656741,5607187,2014-08-29,"2014-09-29"
"Cell R84",656741,5607187,2014-09-29,"2014-10-31"
"Cell R85",659660,5608203,2014-05-19,"2014-06-27"
"Cell R85",659660,5608203,2014-06-27,"2014-07-29"
"Cell R85",659660,5608203,2014-07-29,"2014-08-29"
"Cell R85",659660,5608203,2014-08-29,"2014-09-29"
"Cell R85",659660,5608203,2014-09-29,"2014-10-31"
"Cell R86",671562,5602770,2014-06-20,"2014-07-18"
"Cell R86",671562,5602770,2014-07-18,"2014-08-22"
"Cell R86",671562,5602770,2014-08-22,"2014-09-25"
"Cell R86",671562,5602770,2014-09-25,"2014-11-02"
"Cell R87",674562,5602305,2014-06-20,"2014-07-18"
"Cell R87",674562,5602305,2014-07-18,"2014-08-22"
"Cell R87",674562,5602305,2014-08-22,"2014-09-25"
"Cell R87",674562,5602305,2014-09-25,"2014-11-02"
"Cell R9",639089,5655360,2014-06-19,"2014-07-24"
"Cell R9",639089,5655360,2014-07-24,"2014-08-25"
"Cell R9",639089,5655360,2014-08-25,"2014-09-23"
"Cell R9",639089,5655360,2014-09-23,"2014-10-23"
"Cell R9",639089,5655360,2014-10-23,"2014-11-05"
"Cell R90",647304,5598608,2013-11-26,"2014-06-17"
"Cell R90",647304,5598608,2014-06-17,"2014-07-12"
"Cell R90",647304,5598608,2014-07-12,"2014-08-18"
"Cell R90",647304,5598608,2014-08-18,"2014-09-18"
"Cell R90",647304,5598608,2014-09-18,"2014-10-22"
"Cell R90",647304,5598608,2014-10-22,"2014-11-26"
"Cell R91",653056,5598672,2014-07-11,"2014-07-11"
"Cell R91",653056,5598672,2014-08-14,"2014-09-15"
"Cell R91",653056,5598672,2014-10-09,"2014-11-18"
"Cell R92",661857,5598988,2014-06-21,"2014-07-31"
"Cell R92",661857,5598988,2014-07-31,"2014-08-29"
"Cell R92",661857,5598988,2014-08-29,"2014-09-25"
"Cell R92",661857,5598988,2014-09-25,"2014-10-30"
"Cell R93",668842,5599915,2011-12-10,"2012-01-03"
"Cell R93",668842,5599915,2012-03-14,"2012-03-29"
"Cell R93",668842,5599915,2012-04-20,"2012-06-01"
"Cell R93",668842,5599915,2013-11-12,"2014-06-21"
"Cell R93",668842,5599915,2014-06-21,"2014-07-15"
"Cell R93",668842,5599915,2014-07-18,"2014-08-22"
"Cell R93",668842,5599915,2014-08-22,"2014-09-25"
"Cell R93",668842,5599915,2014-09-25,"2014-11-02"
"Cell R93",668842,5599915,2012-08-21,"2012-11-17"
"Cell R93",668842,5599915,2012-08-21,"2012-11-16"
"Cell R93",668842,5599915,2012-08-21,"2012-11-12"
"Cell R93",668842,5599915,2012-08-21,"2012-10-01"
"Cell R93",668842,5599915,2012-08-21,"2012-09-26"
"Cell R93",668842,5599915,2012-09-25,"2012-11-16"
"Cell R93",668842,5599915,2012-09-25,"2012-11-10"
"Cell R93",668842,5599915,2012-09-25,"2012-11-14"
"Cell R93",668842,5599915,2012-09-25,"2012-11-29"
"Cell R93",668842,5599915,2012-09-25,"2012-09-30"
"Cell R93",668842,5599915,2012-06-06,"2012-07-02"
"Cell R93",668842,5599915,2012-07-07,"2012-08-10"
"Cell R93",668842,5599915,2012-01-08,"2012-01-11"
"Cell R93",668842,5599915,2012-02-09,"2012-02-28"
"Cell R97",649216,5594243,2014-06-21,"2014-07-31"
"Cell R97",649216,5594243,2014-07-31,"2014-08-30"
"Cell R97",649216,5594243,2014-08-30,"2014-09-29"
"Cell R97",649216,5594243,2014-09-29,"2014-10-30"
"Cell R98",656618,5593751,2012-06-02,"2012-06-25"
"Cell R98",656618,5593751,2014-06-12,"2014-07-11"
"Cell R98",656618,5593751,2014-07-11,"2014-08-14"
"Cell R98",656618,5593751,2014-08-14,"2014-09-15"
"Cell R98",656618,5593751,2014-09-15,"2014-10-09"
"Cell R98",656618,5593751,2014-10-09,"2014-11-18"
"Cell R98",656618,5593751,2012-09-21,"2012-10-30"
"Cell R98",656618,5593751,2012-01-23,"2012-02-23"
"Cell R98",656618,5593751,2012-02-24,"2012-03-25"
"Cell R98",656618,5593751,2012-03-27,"2012-05-02"
"Cell R98",656618,5593751,2012-05-04,"2012-05-26"
"Cell R98",656618,5593751,2012-08-07,"2012-09-05"
"Cell R98",656618,5593751,2011-12-07,"2012-01-05"
"Cell R98",656618,5593751,2012-07-09,"2012-08-02"
"Cell R99",660032,5590028,2014-05-07,"2014-06-12"
"Cell R99",660032,5590028,2014-07-11,"2014-08-14"
"Cell R99",660032,5590028,2014-08-14,"2014-09-15"
"Cell R99",660032,5590028,2014-09-15,"2014-10-09"
"Cell R99",660032,5590028,2014-10-09,"2014-11-18"
"Cell S102",681316,5594789,2014-06-20,"2014-07-19"
"Cell S102",681316,5594789,2014-07-19,"2014-08-22"
"Cell S102",681316,5594789,2014-08-22,"2014-09-22"
"Cell S102",681316,5594789,2014-09-22,"2014-10-29"
"Cell S108",685362,5583657,2014-06-19,"2014-07-30"
"Cell S108",685362,5583657,2014-07-30,"2014-09-01"
"Cell S108",685362,5583657,2014-09-01,"2014-10-06"
"Cell S108",685362,5583657,2014-10-06,"2014-10-31"
"Cell S108",685362,5583657,2014-10-31,"2014-12-04"
"Cell S13",666425,5656792,2014-07-21,"2014-08-25"
"Cell S13",666425,5656792,2014-07-21,"2014-08-24"
"Cell S13",666425,5656792,2014-08-25,"2014-09-23"
"Cell S13",666425,5656792,2014-08-25,"2014-08-25"
"Cell S13",666425,5656792,2014-09-23,"2014-11-07"
"Cell S14",672927,5654588,2013-11-05,"2014-06-09"
"Cell S14",672927,5654588,2014-06-09,"2014-07-15"
"Cell S14",672927,5654588,2014-07-15,"2014-08-14"
"Cell S14",672927,5654588,2014-08-14,"2014-09-18"
"Cell S14",672927,5654588,2014-09-18,"2014-10-15"
"Cell S14",672927,5654588,2014-10-15,"2014-11-18"
"Cell S2",659946,5658595,2014-07-04,"2014-08-11"
"Cell S2",659946,5658595,2014-08-11,"2014-09-11"
"Cell S2",659946,5658595,2014-10-12,"2014-11-15"
"Cell S23",667182,5649402,2014-07-16,"2014-08-16"
"Cell S23",667182,5649402,2014-08-16,"2014-09-18"
"Cell S23",667182,5649402,2014-09-18,"2014-10-19"
"Cell S23",667182,5649402,2014-10-19,"2014-11-16"
"Cell S32",666833,5639626,2014-07-10,"2014-08-11"
"Cell S32",666833,5639626,2014-08-11,"2014-09-18"
"Cell S32",666833,5639626,2014-09-18,"2014-10-18"
"Cell S32",666833,5639626,2014-10-18,"2014-11-13"
"Cell S33",676751,5641672,2013-12-01,"2014-06-18"
"Cell S33",676751,5641672,2014-06-18,"2014-07-22"
"Cell S33",676751,5641672,2014-07-22,"2014-08-25"
"Cell S33",676751,5641672,2014-08-25,"2014-09-23"
"Cell S33",676751,5641672,2014-08-25,"2014-09-20"
"Cell S33",676751,5641672,2014-09-23,"2014-09-23"
"Cell S33",676751,5641672,2014-09-23,"2014-11-13"
"Cell S34",681311,5637351,2014-06-18,"2014-07-22"
"Cell S34",681311,5637351,2014-07-22,"2014-08-24"
"Cell S34",681311,5637351,2014-08-24,"2014-09-21"
"Cell S34",681311,5637351,2014-09-21,"2014-11-06"
"Cell S41",660503,5634737,2014-06-27,"2014-07-29"
"Cell S41",660503,5634737,2014-07-29,"2014-08-27"
"Cell S41",660503,5634737,2014-08-27,"2014-09-30"
"Cell S41",660503,5634737,2014-09-30,"2014-10-31"
"Cell S42",671530,5636264,2014-06-25,"2014-07-25"
"Cell S42",671530,5636264,2014-07-25,"2014-08-25"
"Cell S42",671530,5636264,2014-08-25,"2014-10-03"
"Cell S42",671530,5636264,2014-10-03,"2014-11-09"
"Cell S44",680374,5632887,2014-07-10,"2014-08-11"
"Cell S44",680374,5632887,2014-08-11,"2014-09-13"
"Cell S44",680374,5632887,2014-09-13,"2014-10-16"
"Cell S44",680374,5632887,2014-10-16,"2014-11-13"
"Cell S56",684378,5626833,2014-07-10,"2014-08-11"
"Cell S56",684378,5626833,2014-08-11,"2014-09-13"
"Cell S56",684378,5626833,2014-09-13,"2014-10-16"
"Cell S56",684378,5626833,2014-10-16,"2014-11-13"
"Cell S67",680777,5621498,2013-12-12,"2014-06-27"
"Cell S67",680777,5621498,2014-06-27,"2014-07-28"
"Cell S67",680777,5621498,2014-07-28,"2014-08-27"
"Cell S67",680777,5621498,2014-08-27,"2014-09-30"
"Cell S67",680777,5621498,2014-09-30,"2014-11-06"
"Cell S78",684417,5610734,2014-06-27,"2014-07-28"
"Cell S78",684417,5610734,2014-07-28,"2014-08-27"
"Cell S78",684417,5610734,2014-08-27,"2014-09-28"
"Cell S78",684417,5610734,2014-09-28,"2014-11-06"
"Cell S88",686029,5602437,2014-07-12,"2014-08-16"
"Cell S88",686029,5602437,2014-08-16,"2014-09-15"
"Cell S88",686029,5602437,2014-09-15,"2014-09-20"
"Cell S88",686029,5602437,2014-10-09,"2014-11-19"
"Cell S94",677983,5597339,2014-06-20,"2014-07-18"
"Cell S94",677983,5597339,2014-07-18,"2014-08-22"
"Cell S94",677983,5597339,2014-08-22,"2014-08-29"
"Cell S94",677983,5597339,2014-09-25,"2014-11-02"
"Cell S95",684111,5595786,2013-11-11,"2014-06-27"
"Cell S95",684111,5595786,2014-06-27,"2014-07-27"
"Cell S95",684111,5595786,2014-07-27,"2014-09-01"
"Cell S95",684111,5595786,2014-09-01,"2014-09-26"
"Cell S95",684111,5595786,2014-09-25,"2014-10-29"
"W338",610153,5692260,2011-03-20,"2011-04-22"
"W342",622569,5694474,2012-01-30,"2012-02-04"
"W342",622569,5694474,2012-03-20,"2012-04-10"
"W345",630176,5693527,2012-01-03,"2012-02-19"
"W345",630176,5693527,2012-03-19,"2012-05-09"
"W387",598151,5709787,2012-01-30,"2012-03-13"
"W387",598151,5709787,2012-03-18,"2012-03-28"
"W393",611686,5702106,2012-01-23,"2012-01-27"
"W393",611686,5702106,2012-03-19,"2012-04-12"
"W440",596147,5718149,2012-02-03,"2012-03-15"
"W440",596147,5718149,2012-03-19,"2012-05-07"
"W441",600734,5728481,2012-03-03,"2012-03-18"
"W445",614289,5723453,2012-03-19,"2012-04-28"
"W500",608890,5732510,2012-01-30,"2012-02-07"
"W500",608890,5732510,2012-03-18,"2012-05-03"
