CAMERA,RADIUS,NCELLS,AREA,MIN,MAX,RANGE,MEAN,STD
Cell R126,4000,940,50463796.6,3582,8551,4969,7450.682979,847.1886458
Cell R15,4000,942,50571166.38,-1428,8335,9763,5171.213376,2014.96063
Cell R16,4000,947,50839590.83,-76,9550,9626,5393.593453,2214.28407
Cell R17,4000,941,50517481.49,1694,9057,7363,7204.019129,1453.633447
Cell R18,4000,937,50302741.93,1796,9292,7496,6503.165422,1643.366339
Cell R19,4000,947,50839590.83,1653,8969,7316,7358.32735,1537.2088
Cell R20,4000,940,50463796.6,2900,8536,5636,7569.528723,797.783188
Cell R21,4000,940,50463796.6,4600,8730,4130,7651.311702,441.4700246
Cell R22,4000,940,50463796.6,6867,8733,1866,7941.135106,343.0146853
Cell R24,4000,947,50839590.83,-1836,9736,11572,5978.422386,1836.538148
Cell R25,4000,948,50893275.72,674,9804,9130,3676.837553,2353.562918
Cell R26,4000,941,50517481.49,1254,9147,7893,6432.859724,2267.551625
Cell R27,4000,945,50732221.05,1254,9287,8033,7702.391534,1227.856908
Cell R28,4000,942,50571166.38,1373,9571,8198,6386.930998,2135.871257
Cell R29,4000,940,50463796.6,1536,9548,8012,7287.354255,1494.745031
Cell R30,4000,941,50517481.49,3570,8516,4946,7503.245484,711.7398765
Cell R31,4000,942,50571166.38,4978,8693,3715,7807.44586,492.2711942
Cell R35,4000,938,50356426.82,-1836,8397,10233,6215.358209,1632.602123
Cell R36,4000,939,50410111.71,251,8869,8618,6400.791267,1725.881475
Cell R37,4000,949,50946960.61,1345,9787,8442,6912.275026,1728.87092
Cell R38,4000,941,50517481.49,1425,9787,8362,6559.861849,2106.792312
Cell R39,4000,948,50893275.72,1810,8970,7160,7152.778481,1368.647356
Cell R40,4000,941,50517481.49,2206,8914,6708,7389.839532,1212.165504
Cell R46,4000,943,50624851.27,-476,9704,10180,5213.283139,2440.493862
Cell R47,4000,940,50463796.6,1004,9882,8878,6181.415957,2160.592327
Cell R48,4000,940,50463796.6,791,8632,7841,5709.77766,2261.677718
Cell R49,4000,945,50732221.05,956,8632,7676,6112.079365,2175.444804
Cell R5,4000,945,50732221.05,-1428,8335,9763,5558.859259,1835.379351
Cell R50,4000,939,50410111.71,1336,9418,8082,4987.088392,2238.893833
Cell R51,4000,940,50463796.6,2206,9182,6976,7278.714894,1296.382614
Cell R52,4000,941,50517481.49,2213,8779,6566,7536.685441,957.0146577
Cell R53,4000,940,50463796.6,4412,8779,4367,7763.924468,521.9171264
Cell R54,4000,940,50463796.6,5717,8901,3184,8075.731915,401.0753397
Cell R58,4000,941,50517481.49,-908,9179,10087,4223.323061,2398.800081
Cell R59,4000,945,50732221.05,655,9338,8683,6542.700529,2025.747436
Cell R6,4000,946,50785905.94,3031,8995,5964,7542.693446,716.7114374
Cell R60,4000,939,50410111.71,2037,9565,7528,7267.460064,900.5941946
Cell R61,4000,947,50839590.83,1040,9950,8910,4748.131996,2771.112482
Cell R62,4000,941,50517481.49,1104,8810,7706,4658.368757,2448.581443
Cell R63,4000,941,50517481.49,1205,8912,7707,6875.713071,1683.243582
Cell R64,4000,942,50571166.38,4051,8585,4534,7923.860934,449.8073293
Cell R65,4000,950,51000645.5,6794,8967,2173,8111.583158,350.2190156
Cell R66,4000,943,50624851.27,6337,8929,2592,8382.16649,432.5302518
Cell R69,4000,941,50517481.49,-29,9547,9576,4380.697131,2631.821047
Cell R7,4000,942,50571166.38,-1954,9266,11220,7042.22293,1579.970237
Cell R70,4000,941,50517481.49,-1781,9823,11604,5657.919235,2406.703456
Cell R71,4000,942,50571166.38,1267,8787,7520,6546.234607,1693.389925
Cell R72,4000,940,50463796.6,418,9677,9259,5114.098936,2545.944726
Cell R73,4000,941,50517481.49,970,9950,8980,6020.165781,2429.499757
Cell R74,4000,943,50624851.27,1387,9400,8013,6899.806999,2013.646922
Cell R75,4000,948,50893275.72,5854,8786,2932,8085.617089,324.9606533
Cell R76,4000,942,50571166.38,6787,8980,2193,8269.926752,418.53453
Cell R77,4000,941,50517481.49,6445,8777,2332,8033.075452,381.0800436
Cell R8,4000,940,50463796.6,-1958,9038,10996,7387.073404,1433.907191
Cell R80,4000,947,50839590.83,-1781,9693,11474,5087.768743,2783.732086
Cell R81,4000,946,50785905.94,989,9972,8983,6593.984144,2167.876043
Cell R82,4000,940,50463796.6,418,9298,8880,4435.256383,2743.016969
Cell R83,4000,943,50624851.27,853,9571,8718,5558.186638,2702.49649
Cell R84,4000,946,50785905.94,1292,9052,7760,4985.620507,2369.29885
Cell R85,4000,941,50517481.49,1292,8939,7647,6568.623804,1954.511454
Cell R86,4000,943,50624851.27,6104,8671,2567,7778.615058,398.1382912
Cell R87,4000,943,50624851.27,7076,8732,1656,8107.283139,341.0527016
Cell R9,4000,947,50839590.83,-1958,9038,10996,7317.390707,1409.472809
Cell R90,4000,941,50517481.49,1120,8931,7811,6463.976621,2158.78847
Cell R91,4000,942,50571166.38,1336,8847,7511,7586.66879,1313.898771
Cell R92,4000,941,50517481.49,1304,9904,8600,4011.248672,2340.94879
Cell R93,4000,947,50839590.83,1499,9510,8011,7231.671595,1357.947911
Cell R97,4000,941,50517481.49,1487,9135,7648,6795.139214,1943.661556
Cell R98,4000,942,50571166.38,4787,8647,3860,7989.633758,431.9036033
Cell R99,4000,941,50517481.49,1418,8616,7198,7756.317747,893.318782
Cell S102,4000,945,50732221.05,6670,9085,2415,8218.774603,422.7579654
Cell S108,4000,941,50517481.49,6477,8903,2426,8199.532412,475.9723738
Cell S13,4000,940,50463796.6,6589,8945,2356,8000.938298,377.1121093
Cell S14,4000,942,50571166.38,5036,8935,3899,7849.876858,544.7118813
Cell S2,4000,945,50732221.05,5788,8726,2938,8000.530159,365.6161363
Cell S23,4000,941,50517481.49,6235,8741,2506,8072.05526,368.5857931
Cell S32,4000,940,50463796.6,5457,8778,3321,7945.585106,530.5389975
Cell S33,4000,941,50517481.49,6215,8739,2524,7943.191286,372.8428136
Cell S34,4000,948,50893275.72,6891,8963,2072,7997.014768,341.5932819
Cell S41,4000,940,50463796.6,6169,8727,2558,7906.217021,381.3571311
Cell S42,4000,946,50785905.94,6172,8920,2748,8302.884778,391.5953336
Cell S44,4000,942,50571166.38,6035,9061,3026,7990.140127,423.3415619
Cell S56,4000,943,50624851.27,6104,8938,2834,7736.892895,441.6386773
Cell S67,4000,943,50624851.27,5623,8875,3252,7822.679745,539.8696057
Cell S78,4000,941,50517481.49,6681,9059,2378,8361.056323,401.2103129
Cell S88,4000,944,50678536.16,6869,9041,2172,8258.455508,380.0753272
Cell S94,4000,942,50571166.38,7120,9085,1965,8300.264331,341.594617
Cell S95,4000,940,50463796.6,6670,8980,2310,8196.171277,368.3025546
W287,4000,940,50463796.6,941,8828,7887,4159.788298,1842.29853
W295,4000,942,50571166.38,1794,8785,6991,6841.742038,1475.476275
W338,4000,945,50732221.05,982,9399,8417,4774.263492,2582.683659
W342,4000,943,50624851.27,1568,8515,6947,5632.049841,2103.421993
W345,4000,942,50571166.38,3500,8481,4981,7462.264331,424.2794406
W387,4000,943,50624851.27,1121,9175,8054,5307.553552,2295.183786
W393,4000,946,50785905.94,1118,8560,7442,6367.637421,1876.832601
W440,4000,940,50463796.6,1161,7705,6544,4761.846809,1826.779339
W441,4000,940,50463796.6,4403,8144,3741,7102.746809,748.0197601
W445,4000,946,50785905.94,2669,8131,5462,6841.134249,703.6828293
W500,4000,938,50356426.82,1306,8546,7240,5987.294243,2027.270584
1,4250,1066,57228092.74,1693,8995,7302,7483.893058,822.329873
2,4250,1066,57228092.74,1796,8812,7016,6491.368668,1548.014669
3,4250,1065,57174407.85,2311,8969,6658,7791.529577,684.5084987
4,4250,1066,57228092.74,2592,8447,5855,7487.134146,934.8260114
5,4250,1061,56959668.29,-1836,8397,10233,6242.085768,1617.575021
6,4250,1067,57281777.63,1810,9287,7477,7429.929709,1462.983105
7,4250,1069,57389147.41,1868,9571,7703,7225.265669,1445.762258
8,4250,1063,57067038.07,2165,8415,6250,6791.989652,1456.957001
9,4250,1063,57067038.07,5982,8778,2796,7993.805268,453.0360348
10,4250,1067,57281777.63,713,9882,9169,6137.032802,2083.314397
11,4250,1055,56637558.95,791,8632,7841,5643.436019,2283.154382
12,4250,1058,56798613.62,1111,9418,8307,4828.838374,2268.108138
13,4250,1063,57067038.07,2206,9552,7346,7241.007526,1341.355206
14,4250,1066,57228092.74,6238,8901,2663,8079.21576,385.4295359
16,4250,1057,56744928.73,-29,9547,9576,4552.830653,2628.217684
17,4250,1066,57228092.74,1933,9565,7632,7200.074109,1027.694381
18,4250,1067,57281777.63,705,9950,9245,4458.949391,2714.752401
19,4250,1064,57120722.96,1104,8810,7706,4804.31109,2456.444763
20,4250,1065,57174407.85,5854,8786,2932,8080.524883,330.082365
21,4250,1065,57174407.85,6445,8777,2332,8063.640376,378.4877263
22,4250,1066,57228092.74,-1781,9834,11615,4899.397749,2866.965912
23,4250,1068,57335462.52,418,9298,8880,4570.761236,2741.909131
24,4250,1063,57067038.07,1336,8847,7511,7479.770461,1510.809212
25,4250,1069,57389147.41,1499,9510,8011,7227.962582,1359.876299
26,4250,1067,57281777.63,6391,8737,2346,8103.169634,353.0548626
27,4250,1063,57067038.07,3646,8647,5001,7948.843838,533.8867142
28,4250,1064,57120722.96,4477,8602,4125,7762.358083,580.8365763
29,4250,1063,57067038.07,1974,9230,7256,7662.347131,831.6633476
31,4250,1067,57281777.63,2259,8985,6726,7854.492034,694.110466
32,4250,1067,57281777.63,1681,8980,7299,6932.403936,1525.514421
33,4250,1064,57120722.96,5522,8409,2887,7232.953008,543.1731606
34,4250,1069,57389147.41,4682,8482,3800,7251.637979,617.7018869
10A,4250,1060,56905983.4,629,9882,9253,6073.769811,2207.929717
10NE,4250,1063,57067038.07,629,9882,9253,5954.449671,2367.709542
10NW,4250,1066,57228092.74,251,8869,8618,6190.445591,1921.733919
10SW,4250,1056,56691243.84,-419,9882,10301,5134.986742,2334.437308
11NE,4250,1064,57120722.96,1345,9787,8442,6855.356203,1771.362683
11NW,4250,1064,57120722.96,-92,8834,8926,5772.534774,2550.786218
11SE,4250,1068,57335462.52,956,8681,7725,6023.853933,2230.94084
17NW,4250,1067,57281777.63,655,9470,8815,6467.820993,2085.836585
17SE,4250,1067,57281777.63,1267,9959,8692,6517.388941,1735.366022
17SW,4250,1055,56637558.95,-1781,9823,11604,5575.473934,2455.252111
22S,4250,1066,57228092.74,-1781,9834,11615,4708.966229,2897.068699
23S,4250,1058,56798613.62,1350,9548,8198,3704.92344,1854.702223
24S,4250,1068,57335462.52,1336,8847,7511,7453.818352,1539.477021
27A,4250,1064,57120722.96,1487,9135,7648,6786.574248,2034.658907
2A,4250,1067,57281777.63,1668,9292,7624,6487.653233,1669.493953
5NE,4250,1068,57335462.52,-76,9736,9812,4886.231273,2308.758945
5NW,4250,1066,57228092.74,-1836,9736,11572,5647.307692,2187.04053
5SE,4250,1062,57013353.18,649,9804,9155,3755.935028,2402.141037
6NE,4250,1066,57228092.74,1796,9050,7254,7161.201689,1610.089212
6NW,4250,1068,57335462.52,1065,9253,8188,6306.264045,2373.867614
6SW,4250,1063,57067038.07,1036,9287,8251,6719.546566,2217.559166
Cell 1 2011/12,4250,1066,57228092.74,1693,8995,7302,7483.893058,822.329873
Cell 1 SW 2013,4250,1061,56959668.29,-1428,8335,9763,5138.950047,2023.697858
Cell 10 2011/12,4250,1067,57281777.63,713,9882,9169,6137.032802,2083.314397
Cell 10 NE 2011/12,4250,1063,57067038.07,629,9882,9253,5954.449671,2367.709542
Cell 10 NW 2011/12,4250,1066,57228092.74,251,8869,8618,6190.445591,1921.733919
Cell 10 SE 2013,4250,1068,57335462.52,1065,9253,8188,6306.264045,2373.867614
Cell 10 SW 2011/12,4250,1056,56691243.84,-419,9882,10301,5134.986742,2334.437308
Cell 10-A 2011/12,4250,1060,56905983.4,629,9882,9253,6073.769811,2207.929717
Cell 11 NE 2011/12,4250,1064,57120722.96,1345,9787,8442,6855.356203,1771.362683
Cell 11 NW 2013,4250,1065,57174407.85,1796,9292,7496,6496.589671,1649.279312
Cell 11 SW 2013,4250,1065,57174407.85,1796,9287,7491,7437.58216,1584.563507
Cell 12 2013,4250,1067,57281777.63,1868,9571,7703,7228.371134,1446.628081
Cell 13 2013,4250,1063,57067038.07,1872,8415,6543,6731.11571,1534.136856
Cell 14 2013,4250,1064,57120722.96,6867,8733,1866,7931.924812,348.7879416
Cell 15 2013,4250,1067,57281777.63,6718,8739,2021,7954.130272,366.6964286
Cell 15-A 2013,4250,1063,57067038.07,6215,8739,2524,7954.912512,385.2466057
Cell 16 2013,4250,1067,57281777.63,6215,8963,2748,7941.162137,393.0824727
Cell 17 NW 2011/12,4250,1067,57281777.63,655,9470,8815,6467.820993,2085.836585
Cell 17 NW 2013,4250,1065,57174407.85,-1836,9736,11572,5933.950235,1897.897588
Cell 17 SE 2013,4250,1065,57174407.85,251,8869,8618,6194.570892,1917.912307
Cell 17 SW 2013,4250,1061,56959668.29,-1836,8397,10233,6234.874647,1623.973112
Cell 18 2011/12,4250,1067,57281777.63,705,9950,9245,4458.949391,2714.752401
Cell 18 NE 2013,4250,1063,57067038.07,1036,9287,8251,6703.322672,2244.98953
Cell 18 NW 2013,4250,1068,57335462.52,649,9804,9155,3676.914794,2353.368746
Cell 18 SE 2013,4250,1065,57174407.85,1345,9787,8442,6855.076056,1770.554444
Cell 18 SSE 2013,4250,1068,57335462.52,-92,8783,8875,5741.679775,2479.17168
Cell 19 NW 2013,4250,1067,57281777.63,1254,9287,8033,7551.024367,1437.277739
Cell 2 2011/12,4250,1066,57228092.74,1796,8812,7016,6491.368668,1548.014669
Cell 2 NE 2013,4250,1067,57281777.63,-1954,9266,11220,6627.008435,1814.076259
Cell 2 SW 2013,4250,1067,57281777.63,1693,8995,7302,7484.935333,821.4845561
Cell 20 2013,4250,1065,57174407.85,1536,9548,8012,7175.377465,1622.004724
Cell 21 2013,4250,1066,57228092.74,2206,8914,6708,7440.302064,1165.5494
Cell 22 2013,4250,1065,57174407.85,5845,8903,3058,7958.394366,474.1511955
Cell 23 2013,4250,1070,57442832.3,6084,8920,2836,8283.585981,411.2314236
Cell 24 2013,4250,1069,57389147.41,6871,8963,2092,7992.532273,346.6884311
Cell 25 NE 2013,4250,1067,57281777.63,713,9882,9169,6137.032802,2083.314397
Cell 25 SE 2013,4250,1056,56691243.84,-419,9882,10301,5134.986742,2334.437308
Cell 26 NE 2013,4250,1055,56637558.95,791,8632,7841,5643.436019,2283.154382
Cell 26 NNW 2013,4250,1062,57013353.18,629,9882,9253,5957.80226,2366.300758
Cell 26 NW 2013,4250,1061,56959668.29,629,9882,9253,6069.581527,2211.097733
Cell 27 NW 2013,4250,1068,57335462.52,956,8681,7725,6023.853933,2230.94084
Cell 28 2013,4250,1058,56798613.62,1111,9418,8307,4828.838374,2268.108138
Cell 29 2013,4250,1063,57067038.07,2206,9552,7346,7240.623706,1341.366313
Cell 3 NE 2013,4250,1067,57281777.63,-1958,9038,10996,7300.096532,1429.395504
Cell 3 NW 2013,4250,1067,57281777.63,-1954,9266,11220,6963.147142,1609.858426
Cell 30 2013,4250,1069,57389147.41,6794,8967,2173,8112.762395,354.3854397
Cell 31 2013,4250,1062,57013353.18,5717,8901,3184,8093.22693,408.5457148
Cell 32 2013,4250,1066,57228092.74,5623,8938,3315,7833.484053,535.3191209
Cell 33 NE 2013,4250,1067,57281777.63,655,9470,8815,6467.820993,2085.836585
Cell 33 SE 2013,4250,1058,56798613.62,-1781,9823,11604,5567.375236,2461.571293
Cell 33 SW 2013,4250,1064,57120722.96,-147,9547,9694,4440.075188,2677.330183
Cell 34 N 2013,4250,1066,57228092.74,1022,8852,7830,6792.461538,1657.331795
Cell 34 NW 2013,4250,1067,57281777.63,1933,9565,7632,7200.620431,1027.367544
Cell 34 SE 2013,4250,1065,57174407.85,1267,9959,8692,6522.279812,1730.851199
Cell 35 2013,4250,1068,57335462.52,705,9950,9245,4710.383895,2726.158963
Cell 37 2013,4250,1066,57228092.74,5854,8786,2932,8078.888368,332.8168787
Cell 38 2013,4250,1061,56959668.29,6445,8777,2332,8064.29312,379.9830393
Cell 39 2013,4250,1066,57228092.74,6533,9081,2548,8364.257036,410.0749206
Cell 4 2013,4250,1067,57281777.63,6081,8536,2455,7803.450797,324.9069626
Cell 40 NE 2013,4250,1068,57335462.52,-1781,9823,11604,5044.458801,2776.497148
Cell 41 N 2013,4250,1058,56798613.62,-1781,9972,11753,6782.481096,2118.558942
Cell 41 NW 2013,4250,1066,57228092.74,-1781,9972,11753,5818.65666,2739.143744
Cell 42 NW 2013,4250,1061,56959668.29,418,9298,8880,4528.163054,2738.776663
Cell 43 2013,4250,1055,56637558.95,1292,9070,7778,6574.165877,1974.823928
Cell 44 2013,4250,1058,56798613.62,5854,8671,2817,7859.398866,466.1289583
Cell 45 2013,4250,1068,57335462.52,6391,8737,2346,8103.397004,352.9676828
Cell 47 2013,4250,1065,57174407.85,1120,8956,7836,6434.688263,2181.583203
Cell 48 2013,4250,1067,57281777.63,1336,8847,7511,7453.281162,1540.098203
Cell 49 2013,4250,1069,57389147.41,1499,9510,8011,7227.962582,1359.876299
Cell 5 2011/12 Summer,4250,1061,56959668.29,-1836,8397,10233,6234.874647,1623.973112
Cell 5 2013,4250,1069,57389147.41,6705,8750,2045,7959.565014,369.0006486
Cell 50 2013,4250,1063,57067038.07,1974,9230,7256,7662.347131,831.6633476
Cell 51 2013,4250,1058,56798613.62,6670,8980,2310,8207.750473,368.0673817
Cell 52 2013,4250,1064,57120722.96,1415,8616,7201,7705.488722,1027.851985
Cell 53 2013,4250,1064,57120722.96,4477,8602,4125,7762.358083,580.8365763
Cell 54 2013,4250,1068,57335462.52,5568,8970,3402,8083.902622,639.4380256
Cell 55 2013,4250,1064,57120722.96,6477,8903,2426,8191.179511,488.6102652
Cell 56 2013,4250,1060,56905983.4,5522,8409,2887,7233.341509,543.1420332
Cell 57 2013,4250,1066,57228092.74,1681,8980,7299,6931.296435,1525.800977
Cell 58 2013,4250,1066,57228092.74,6660,8912,2252,8382.483114,328.4418616
Cell 59 2013,4250,1068,57335462.52,5522,8448,2926,7344.088015,442.2364614
Cell 6 2011/12,4250,1067,57281777.63,1810,9287,7477,7429.929709,1462.983105
Cell 6 2013,4250,1067,57281777.63,5788,8726,2938,8008.702905,358.779793
Cell 6 NE 2011/12,4250,1066,57228092.74,1796,9050,7254,7161.201689,1610.089212
Cell 6 NW 2011/12,4250,1068,57335462.52,1065,9253,8188,6306.264045,2373.867614
Cell 6 SW 2011/12,4250,1063,57067038.07,1036,9287,8251,6719.546566,2217.559166
Cell 60 2013,4250,1062,57013353.18,4246,8482,4236,7335.193974,604.2284305
Cell 61 2013,4250,1067,57281777.63,3582,8736,5154,7615.484536,810.5518863
Cell 7 2013,4250,1056,56691243.84,5036,8935,3899,7851.755682,542.9323816
Cell 9 NW 2013,4250,1067,57281777.63,-76,9550,9626,5235.108716,2275.622947
Cell 9 SE 2013,4250,1067,57281777.63,-76,9736,9812,4883.963449,2308.651288
Cell 9 SW 2013,4250,1066,57228092.74,-1836,9736,11572,5651.153846,2176.342119
Cell R1,4250,1066,57228092.74,1239,8197,6958,5839.865854,2004.365956
Cell R10,4250,1067,57281777.63,6081,8536,2455,7803.450797,324.9069626
Cell R100,4250,1064,57120722.96,1974,9230,7256,7662.673872,831.340694
Cell R101,4250,1068,57335462.52,5543,8748,3205,8026.765918,430.021835
Cell R104,4250,1067,57281777.63,1301,9468,8167,7288.304592,1874.369719
Cell R105,4250,1064,57120722.96,4477,8602,4125,7762.358083,580.8365763
Cell R106,4250,1068,57335462.52,1520,9524,8004,7240.72191,1511.463902
Cell R107,4250,1068,57335462.52,5568,8970,3402,8083.902622,639.4380256
Cell R11,4250,1070,57442832.3,6705,8750,2045,7959.684112,368.8487333
Cell R111,4250,1066,57228092.74,1562,9468,7906,7107.974672,2058.283129
Cell R112,4250,1066,57228092.74,6656,8688,2032,8044.636023,329.1723899
Cell R113,4250,1067,57281777.63,1681,8980,7299,6931.076851,1525.102665
Cell R114,4250,1067,57281777.63,6660,8912,2252,8382.303655,328.3402006
Cell R117,4250,1068,57335462.52,1430,9074,7644,6931.245318,1324.075109
Cell R118,4250,1058,56798613.62,5522,8409,2887,7234.563327,542.4096627
Cell R119,4250,1068,57335462.52,1681,8447,6766,6663.176966,1400.744336
Cell R120,4250,1070,57442832.3,2412,8655,6243,7598.735514,884.8011066
Cell R121,4250,1063,57067038.07,6617,8799,2182,8094.822201,375.4855162
Cell R123,4250,1066,57228092.74,2269,9542,7273,7512.319887,615.8141074
Cell R124,4250,1066,57228092.74,3730,8546,4816,7303.974672,665.1779927
Cell R125,4250,1059,56852298.51,1894,8780,6886,6766.431539,1267.048662
Cell R126,4250,1064,57120722.96,3582,8655,5073,7475.841165,827.6688219
Cell R15,4250,1060,56905983.4,-1428,8335,9763,5141.091509,2023.450262
Cell R16,4250,1065,57174407.85,-76,9550,9626,5240.071362,2271.767124
Cell R17,4250,1065,57174407.85,1371,9057,7686,7191.604695,1490.825882
Cell R18,4250,1058,56798613.62,1796,9292,7496,6479.389414,1655.19147
Cell R19,4250,1068,57335462.52,1635,8969,7334,7270.095506,1647.7577
Cell R20,4250,1067,57281777.63,2900,8536,5636,7553.88941,855.8779414
Cell R21,4250,1065,57174407.85,4576,8730,4154,7653.779343,506.8993003
Cell R22,4250,1064,57120722.96,6867,8733,1866,7931.924812,348.7879416
Cell R24,4250,1065,57174407.85,-1836,9736,11572,5933.950235,1897.897588
Cell R25,4250,1068,57335462.52,649,9804,9155,3676.914794,2353.368746
Cell R26,4250,1064,57120722.96,1065,9253,8188,6303.921992,2368.865351
Cell R27,4250,1067,57281777.63,1254,9287,8033,7551.024367,1437.277739
Cell R28,4250,1064,57120722.96,1373,9571,8198,6351.711466,2150.042307
Cell R29,4250,1065,57174407.85,1536,9548,8012,7177.633803,1621.649952
Cell R30,4250,1063,57067038.07,3078,8644,5566,7476.067733,759.991789
Cell R31,4250,1061,56959668.29,4978,8727,3749,7821.191329,487.5743073
Cell R35,4250,1061,56959668.29,-1836,8397,10233,6234.874647,1623.973112
Cell R36,4250,1066,57228092.74,251,8869,8618,6190.445591,1921.733919
Cell R37,4250,1064,57120722.96,1345,9787,8442,6855.356203,1771.362683
Cell R38,4250,1055,56637558.95,1415,9787,8372,6402.966825,2181.037402
Cell R39,4250,1069,57389147.41,1810,8970,7160,7155.580917,1350.578662
Cell R40,4250,1066,57228092.74,2206,8914,6708,7440.302064,1165.5494
Cell R46,4250,1063,57067038.07,-476,9882,10358,5321.269991,2469.294188
Cell R47,4250,1059,56852298.51,629,9882,9253,6074.863078,2208.685139
Cell R48,4250,1056,56691243.84,791,8632,7841,5638.925189,2286.771584
Cell R49,4250,1067,57281777.63,956,8681,7725,6022.240862,2231.363411
Cell R5,4250,1068,57335462.52,-1428,8335,9763,5513.928839,1888.376507
Cell R50,4250,1058,56798613.62,1111,9418,8307,4828.838374,2268.108138
Cell R51,4250,1063,57067038.07,2206,9552,7346,7238.840075,1344.01267
Cell R52,4250,1062,57013353.18,2213,8860,6647,7543.419021,951.398795
Cell R53,4250,1068,57335462.52,4412,8779,4367,7758.083333,519.6628693
Cell R54,4250,1061,56959668.29,5717,8901,3184,8094.162111,407.6004518
Cell R58,4250,1067,57281777.63,-908,9470,10378,4222.878163,2435.71065
Cell R59,4250,1067,57281777.63,655,9470,8815,6467.820993,2085.836585
Cell R6,4250,1067,57281777.63,1693,8995,7302,7484.935333,821.4845561
Cell R60,4250,1066,57228092.74,1933,9565,7632,7199.964353,1027.625869
Cell R61,4250,1068,57335462.52,705,9950,9245,4710.383895,2726.158963
Cell R62,4250,1066,57228092.74,1104,8810,7706,4748.602251,2451.559522
Cell R63,4250,1066,57228092.74,1205,8912,7707,6864.990619,1670.368232
Cell R64,4250,1062,57013353.18,4051,8585,4534,7920.02919,438.4133717
Cell R65,4250,1068,57335462.52,6794,8967,2173,8113.083333,354.3959988
Cell R66,4250,1058,56798613.62,6337,8967,2630,8374.203214,439.3605438
Cell R69,4250,1065,57174407.85,-147,9547,9694,4443.874178,2678.940518
Cell R7,4250,1067,57281777.63,-1954,9266,11220,6963.147142,1609.858426
Cell R70,4250,1057,56744928.73,-1781,9823,11604,5571.796594,2458.532813
Cell R71,4250,1065,57174407.85,1267,9959,8692,6522.279812,1730.851199
Cell R72,4250,1067,57281777.63,418,9677,9259,5142.014058,2545.845526
Cell R73,4250,1061,56959668.29,586,9950,9364,5793.081056,2517.569275
Cell R74,4250,1067,57281777.63,1387,9400,8013,6885.932521,2008.297469
Cell R75,4250,1066,57228092.74,5854,8786,2932,8078.888368,332.8168787
Cell R76,4250,1058,56798613.62,6787,8980,2193,8265.18242,416.0138728
Cell R77,4250,1061,56959668.29,6445,8777,2332,8064.29312,379.9830393
Cell R8,4250,1062,57013353.18,-1958,9038,10996,7353.832392,1409.36753
Cell R80,4250,1067,57281777.63,-1781,9823,11604,5046.854733,2776.694157
Cell R81,4250,1067,57281777.63,989,9972,8983,6487.370197,2242.759376
Cell R82,4250,1061,56959668.29,418,9298,8880,4528.163054,2738.776663
Cell R83,4250,1063,57067038.07,853,9571,8718,5536.546566,2672.096467
Cell R84,4250,1068,57335462.52,1292,9652,8360,5033.581461,2380.212044
Cell R85,4250,1055,56637558.95,1292,9070,7778,6574.165877,1974.823928
Cell R86,4250,1067,57281777.63,6104,8671,2567,7792.841612,397.4960784
Cell R87,4250,1067,57281777.63,6391,8737,2346,8103.169634,353.0548626
Cell R9,4250,1068,57335462.52,-1958,9038,10996,7313.819288,1380.671975
Cell R90,4250,1066,57228092.74,1120,8956,7836,6432.933396,2181.311615
Cell R91,4250,1067,57281777.63,1336,8847,7511,7453.281162,1540.098203
Cell R92,4250,1065,57174407.85,1304,9904,8600,4078.202817,2320.333058
Cell R93,4250,1068,57335462.52,1499,9510,8011,7227.348315,1360.36455
Cell R97,4250,1063,57067038.07,1487,9152,7665,6838.765757,1927.995856
Cell R98,4250,1062,57013353.18,3646,8647,5001,7948.707156,534.1194241
Cell R99,4250,1064,57120722.96,1415,8616,7201,7705.488722,1027.851985
Cell S102,4250,1067,57281777.63,6614,9085,2471,8208.46298,425.959858
Cell S108,4250,1064,57120722.96,6477,8903,2426,8191.179511,488.6102652
Cell S13,4250,1066,57228092.74,6589,8945,2356,8003.042214,370.7656738
Cell S14,4250,1058,56798613.62,5036,8935,3899,7850.522684,543.3782777
Cell S2,4250,1067,57281777.63,5788,8726,2938,8008.702905,358.779793
Cell S23,4250,1063,57067038.07,6149,8741,2592,8048.733772,390.6976509
Cell S32,4250,1065,57174407.85,4978,8903,3925,7935.807512,535.518945
Cell S33,4250,1062,57013353.18,6215,8739,2524,7954.69774,385.3643273
Cell S34,4250,1068,57335462.52,6871,8963,2092,7992.565543,346.8489947
Cell S41,4250,1065,57174407.85,5404,8727,3323,7904.710798,404.8153986
Cell S42,4250,1070,57442832.3,6084,8920,2836,8283.585981,411.2314236
Cell S44,4250,1063,57067038.07,6035,9061,3026,8001.815616,428.9793087
Cell S56,4250,1067,57281777.63,5837,8938,3101,7727.907216,460.4930651
Cell S67,4250,1066,57228092.74,5623,8938,3315,7833.484053,535.3191209
Cell S78,4250,1067,57281777.63,6533,9081,2548,8364.573571,410.0129824
Cell S88,4250,1065,57174407.85,6869,9041,2172,8256.039437,385.9370164
Cell S94,4250,1063,57067038.07,7120,9085,1965,8296.654751,340.5835708
Cell S95,4250,1058,56798613.62,6670,8980,2310,8207.750473,368.0673817
W287,4250,1062,57013353.18,941,8828,7887,4138.359699,1889.634988
W295,4250,1067,57281777.63,1785,8785,7000,6831.987816,1511.530296
